rms_norm,crest_factor,kurtosis,temperature_delta,label
1.6325,4.8523,6.7207,10.80,Degraded
5.3313,7.3307,16.7217,27.48,Danger
1.0572,2.6571,2.6655,4.45,Healthy
0.8742,2.9576,2.8826,2.34,Healthy
1.1209,2.9790,3.1378,0.89,Healthy
1.1302,3.0263,2.5809,0.00,Healthy
0.8614,2.8041,3.3294,0.06,Healthy
1.0829,2.4453,3.8124,2.24,Healthy
0.9964,3.0485,3.3566,0.67,Healthy
4.8771,6.3159,14.2306,40.98,Danger
0.8611,3.2333,3.5020,3.63,Healthy
1.0900,2.9438,3.0134,1.48,Healthy
4.9562,5.6652,12.0782,41.32,Danger
0.9454,3.2368,3.1391,4.00,Healthy
0.9992,2.9252,2.4101,3.49,Healthy
0.8466,3.4248,3.5773,0.00,Healthy
0.8988,2.5790,2.8746,3.82,Healthy
3.5375,7.1156,10.6807,26.34,Danger
0.8786,2.8442,3.1610,0.40,Healthy
4.8875,5.6025,15.0205,39.46,Danger
0.9319,2.9259,2.9102,1.56,Healthy
0.9905,2.6810,2.8231,3.04,Healthy
0.9830,2.6999,3.1413,0.00,Healthy
4.9009,8.0242,15.0388,36.81,Danger
1.7942,4.5919,5.9673,7.12,Degraded
1.1434,2.5482,2.5669,4.10,Healthy
2.5331,4.6369,5.1668,4.59,Degraded
3.7467,5.6762,8.7599,27.11,Danger
1.0797,2.8879,3.2997,1.81,Healthy
1.2345,2.5927,3.1352,1.68,Healthy
1.3915,4.5152,3.5000,8.79,Degraded
0.8887,3.2296,2.7079,1.07,Healthy
1.0311,2.9473,3.3977,1.30,Healthy
1.8778,3.9031,6.6170,9.91,Degraded
3.1205,5.5734,5.8459,11.91,Degraded
0.9409,2.6967,2.7720,0.52,Healthy
0.9802,3.1341,3.1666,1.88,Healthy
1.7331,4.2174,5.0072,8.62,Degraded
0.9728,3.0357,2.6292,0.57,Healthy
3.0727,5.0741,5.5435,16.27,Degraded
2.4894,4.9914,7.3493,9.41,Degraded
0.9816,3.2538,3.4144,0.00,Healthy
0.9946,2.5550,2.7135,0.00,Healthy
0.9548,2.5888,2.9928,2.12,Healthy
1.9698,4.4137,5.4687,7.21,Degraded
1.2195,2.7773,2.3827,1.05,Healthy
0.9452,3.1860,2.8256,2.32,Healthy
1.0173,3.1678,2.8901,0.00,Healthy
0.8412,3.4755,3.1982,2.01,Healthy
0.9449,2.8976,3.2657,0.00,Healthy
1.0782,2.6986,3.7524,2.52,Healthy
0.8946,3.0896,2.8243,3.66,Healthy
5.1197,6.7272,18.8223,27.76,Danger
1.0988,3.2201,2.8529,0.00,Healthy
3.7156,6.5844,9.2229,30.93,Danger
1.2066,2.8472,2.6165,2.99,Healthy
0.8166,3.1785,2.7231,2.18,Healthy
1.5920,4.8310,5.2987,16.76,Degraded
0.8565,2.5698,3.3824,0.00,Healthy
0.9752,3.5216,3.1593,0.98,Healthy
1.1046,3.0564,3.0353,2.71,Healthy
4.6140,6.8372,11.9456,38.03,Danger
4.5168,6.7993,7.0000,31.69,Danger
3.2915,4.0599,6.2535,8.53,Degraded
1.9216,4.3928,7.8073,19.62,Degraded
5.6494,6.7930,11.8792,21.47,Danger
4.8380,5.0917,9.8420,38.64,Danger
0.9537,3.1777,2.8065,0.00,Healthy
5.0924,5.9981,13.8460,35.32,Danger
2.8864,4.8849,5.3829,7.64,Degraded
0.8813,3.0748,2.0000,0.37,Healthy
5.7061,7.2515,9.5343,32.46,Danger
0.9925,2.6125,3.6465,2.74,Healthy
0.9693,3.6634,2.7466,3.48,Healthy
0.8867,3.0430,3.0352,2.16,Healthy
0.8918,3.0885,3.0714,4.98,Healthy
0.8410,3.0972,2.2533,1.39,Healthy
1.1167,2.9531,3.5686,2.15,Healthy
2.2052,4.3337,4.9480,12.11,Degraded
1.0178,3.5635,3.7659,4.66,Healthy
1.0774,2.8109,2.5493,1.63,Healthy
2.6942,4.6013,4.6569,6.84,Degraded
1.3000,5.2988,5.9208,10.98,Degraded
1.0538,2.7896,2.8455,0.20,Healthy
3.0798,5.0465,4.4877,4.00,Degraded
2.0933,5.5425,8.0985,16.19,Degraded
2.7406,3.7713,4.1367,7.85,Degraded
0.8463,2.7348,2.4936,1.78,Healthy
0.7904,3.2278,2.8345,1.89,Healthy
2.6926,4.4044,4.2455,13.19,Degraded
3.5316,4.0159,4.9252,13.99,Degraded
5.2315,5.0000,18.4190,29.20,Danger
3.9668,5.9394,9.9596,24.89,Danger
1.1016,2.9785,2.9916,0.18,Healthy
0.9637,3.1297,2.7873,2.18,Healthy
1.0316,3.0927,2.8908,0.94,Healthy
2.6427,3.8554,4.2456,16.17,Degraded
0.8704,2.3004,2.9730,2.49,Healthy
2.6314,4.5656,4.8341,10.87,Degraded
0.8485,3.2870,3.2296,1.67,Healthy
1.9605,4.6522,3.5504,13.01,Degraded
0.8086,2.9785,3.3184,0.00,Healthy
1.7319,4.8874,5.8681,5.40,Degraded
1.4989,3.8914,7.1724,8.23,Degraded
0.9716,3.1830,2.6872,1.43,Healthy
1.0691,3.3221,2.9077,2.60,Healthy
0.9275,3.1237,2.9976,1.82,Healthy
5.5997,9.2821,11.5583,26.75,Danger
0.9988,3.0593,3.6563,1.72,Healthy
1.2658,3.1473,2.3546,2.44,Healthy
3.4832,6.4190,12.4677,40.08,Danger
5.0881,7.9006,8.4950,24.56,Danger
2.5094,3.9231,4.5896,15.88,Degraded
1.0462,3.0068,2.7906,1.33,Healthy
1.0608,3.2906,2.8735,2.91,Healthy
1.0721,3.0690,3.0531,5.82,Healthy
3.4139,3.9199,5.9976,10.24,Degraded
1.0776,3.5099,3.4573,3.16,Healthy
0.9570,2.7567,2.9547,2.54,Healthy
5.1756,9.0584,14.3242,33.40,Danger
1.4847,3.1699,3.6396,9.33,Degraded
0.8658,2.9081,3.3352,3.50,Healthy
2.3373,4.7311,6.5140,12.62,Degraded
2.0102,4.4411,5.3508,9.34,Degraded
4.7075,6.3571,9.3782,32.88,Danger
1.9247,3.8831,7.0934,16.75,Degraded
0.9839,3.2942,2.9193,3.57,Healthy
5.0070,5.1420,11.8295,31.99,Danger
0.9352,2.5888,2.4917,2.22,Healthy
1.0785,2.8669,3.3027,2.26,Healthy
5.1792,5.8409,8.5950,31.80,Danger
0.9427,2.6383,2.7671,0.51,Healthy
1.0279,2.5198,3.1549,1.11,Healthy
1.1762,3.1535,2.9888,0.69,Healthy
1.0494,2.4483,2.8510,1.04,Healthy
5.4274,7.6193,7.0196,20.21,Danger
1.0257,2.8637,2.3291,2.23,Healthy
1.0854,2.8141,2.8892,2.59,Healthy
0.8586,2.9751,4.0762,1.33,Healthy
0.8616,2.8027,2.9145,2.04,Healthy
1.0328,3.5105,3.4572,1.20,Healthy
0.9202,2.8495,3.0935,2.61,Healthy
2.7487,4.6041,3.9588,19.44,Degraded
1.0704,2.9042,2.6487,2.92,Healthy
1.0441,3.0714,3.0212,0.00,Healthy
0.9773,2.9056,3.0146,0.88,Healthy
0.8590,3.3386,3.5994,0.00,Healthy
2.2691,5.0674,5.0872,10.07,Degraded
1.0920,2.8304,3.3747,2.55,Healthy
5.1859,5.0000,15.1086,26.14,Danger
1.8027,4.3145,3.5000,10.08,Degraded
0.9561,3.1853,3.3983,1.84,Healthy
0.9447,3.2354,2.8445,3.62,Healthy
0.9964,2.9022,3.1223,0.86,Healthy
1.0327,2.9488,3.2481,3.17,Healthy
1.9271,4.3427,5.6040,11.08,Degraded
2.3059,3.8836,3.7639,7.17,Degraded
1.0415,2.0000,2.6079,2.89,Healthy
1.1475,3.2951,3.3500,3.08,Healthy
0.7590,3.0761,3.1000,0.00,Healthy
4.4684,9.7907,12.4378,30.82,Danger
1.1214,2.5830,3.4329,2.57,Healthy
1.0045,2.9450,3.1773,3.26,Healthy
1.0694,2.8885,2.7052,0.51,Healthy
1.6041,4.6315,5.8052,14.35,Degraded
2.0755,4.4062,5.8488,16.06,Degraded
1.8551,5.5324,5.8019,16.74,Degraded
0.8745,2.9214,3.4533,0.00,Healthy
3.9616,6.4936,14.2359,24.67,Danger
1.0093,2.7343,2.8383,3.94,Healthy
1.0466,2.6942,3.4809,1.14,Healthy
2.3986,4.2088,5.4449,8.43,Degraded
0.7000,3.1285,3.3973,4.01,Healthy
2.8915,4.6813,6.8627,14.90,Degraded
3.1244,6.0649,10.2293,32.46,Danger
4.9684,8.1716,9.3163,15.61,Danger
0.9604,2.7901,2.5224,0.76,Healthy
2.6295,3.5919,3.8618,4.00,Degraded
0.7691,2.8516,3.5168,0.00,Healthy
0.9649,3.3337,2.5145,4.59,Healthy
0.9565,3.0908,3.1774,2.47,Healthy
2.7076,5.2099,4.6669,15.05,Degraded
2.3744,5.4725,4.1701,12.35,Degraded
1.0533,2.5573,2.4595,2.23,Healthy
0.9109,3.2792,3.2489,0.00,Healthy
0.9414,2.9913,2.2661,1.39,Healthy
1.2845,2.9281,3.0378,3.15,Healthy
1.1183,3.2135,2.4004,5.71,Healthy
1.0421,2.8866,3.2799,3.96,Healthy
4.7231,7.1712,12.4212,29.00,Danger
2.3366,4.5408,3.5000,12.99,Degraded
1.0363,2.7609,3.4352,1.13,Healthy
1.0496,3.3468,3.5579,1.92,Healthy
1.0203,3.0211,2.6907,0.86,Healthy
2.8335,4.4759,4.4591,5.99,Degraded
2.4423,5.2048,5.1902,13.05,Degraded
1.0303,3.3632,3.9355,0.97,Healthy
0.8999,3.1566,2.1418,3.06,Healthy
4.5620,8.6039,13.0814,36.73,Danger
1.3000,4.3842,4.4631,14.64,Degraded
0.9505,3.4288,2.9850,0.63,Healthy
0.9765,3.4162,2.6854,3.78,Healthy
2.7136,4.0426,4.2159,13.13,Degraded
5.1676,6.2543,15.0150,15.00,Danger
0.8297,3.1971,3.3737,0.26,Healthy
3.3752,6.3398,11.2956,39.11,Danger
1.6855,3.6994,5.8197,11.45,Degraded
0.9417,2.9332,2.6275,0.00,Healthy
1.5856,5.4424,3.7941,7.96,Degraded
2.3798,4.8892,5.7863,4.00,Degraded
1.0152,3.5706,2.5212,0.00,Healthy
0.8112,2.6508,3.1769,0.00,Healthy
4.7481,6.2577,13.2464,25.98,Danger
1.4750,4.9217,5.5753,17.81,Degraded
3.0000,9.6444,12.4785,21.66,Danger
4.9124,5.4407,10.8563,21.34,Danger
2.2282,4.3049,6.1163,13.39,Degraded
1.0107,3.5501,3.0974,1.24,Healthy
4.4489,7.8335,12.4922,26.82,Danger
0.9249,2.8865,3.1145,2.90,Healthy
1.9482,4.0072,5.9825,17.77,Degraded
2.0245,4.4616,5.8070,12.37,Degraded
2.2202,5.7292,5.7973,6.49,Degraded
1.0058,2.6986,2.4252,2.45,Healthy
0.8424,3.3204,3.3103,2.39,Healthy
1.1034,2.6920,3.2146,3.12,Healthy
5.6341,6.9804,8.9957,27.95,Danger
1.0352,3.0076,2.9733,2.76,Healthy
1.1446,3.4916,3.1950,4.27,Healthy
3.0073,6.4613,11.9447,39.72,Danger
3.8171,6.8612,9.8245,24.41,Danger
1.8598,5.9246,5.0943,11.89,Degraded
1.5899,5.7081,7.4404,18.02,Degraded
1.5060,5.4276,6.2908,17.08,Degraded
0.8868,2.4916,3.2806,3.30,Healthy
1.0484,3.0214,3.0664,0.25,Healthy
1.0410,2.9456,2.7356,1.75,Healthy
2.2418,4.5622,3.7723,8.69,Degraded
0.7872,2.9877,2.3946,2.07,Healthy
0.9266,2.7129,4.0586,1.15,Healthy
3.2004,6.2075,13.0749,31.99,Danger
0.8747,3.1305,3.1354,3.52,Healthy
3.0000,6.4741,16.6355,42.13,Danger
2.2915,5.1193,5.5058,12.35,Degraded
1.0127,2.8307,3.6657,1.89,Healthy
0.8689,3.0117,2.7739,0.00,Healthy
1.2201,2.8222,2.6541,2.53,Healthy
0.8596,3.0987,3.1022,0.95,Healthy
0.9997,3.2410,2.4113,1.76,Healthy
0.9066,3.6235,2.4680,2.58,Healthy
2.6585,3.4853,8.3494,15.37,Degraded
1.0395,3.2801,3.3624,1.66,Healthy
4.7432,9.4462,14.0128,40.96,Danger
4.3579,6.1117,7.0000,28.94,Danger
4.3534,5.7779,14.3842,20.84,Danger
1.0929,2.9681,2.4442,2.84,Healthy
2.4419,4.5456,4.9253,16.13,Degraded
2.2836,3.5583,4.1283,16.96,Degraded
1.1004,2.7947,2.7447,4.03,Healthy
3.5387,5.5387,3.5464,11.28,Degraded
0.9952,3.3589,2.9391,3.05,Healthy
3.0290,4.1269,5.3406,11.97,Degraded
0.8377,3.1603,3.0654,0.21,Healthy
1.4830,4.3434,5.6616,5.92,Degraded
4.0231,8.5527,9.8485,22.78,Danger
0.8303,2.9256,3.3587,1.27,Healthy
0.8812,2.4764,3.5283,2.12,Healthy
1.1114,3.4482,2.7319,3.84,Healthy
0.8858,2.6795,3.1724,3.15,Healthy
3.7982,8.4056,11.7432,30.57,Danger
1.0154,3.0941,2.7943,3.34,Healthy
0.9601,3.3706,2.6739,4.40,Healthy
1.0534,3.1238,2.4901,1.23,Healthy
0.9530,3.1106,2.7069,1.34,Healthy
1.9827,3.3846,6.0170,5.76,Degraded
0.9749,3.1036,3.2476,2.30,Healthy
4.0166,6.7184,15.2679,38.44,Danger
3.7031,6.6693,11.5849,21.58,Danger
5.6181,7.1000,9.1550,39.78,Danger
2.1704,5.5273,6.3684,5.32,Degraded
2.6809,4.7925,5.8948,9.26,Degraded
2.2343,4.3758,5.6157,14.05,Degraded
0.8188,2.9157,3.3421,1.24,Healthy
3.1389,4.5517,4.9770,13.36,Degraded
0.9884,3.0778,2.7306,3.02,Healthy
1.0282,2.7299,3.4057,3.46,Healthy
1.1305,2.3211,3.0185,1.14,Healthy
1.1565,2.5699,2.8696,5.12,Healthy
1.2563,2.7284,3.8739,3.64,Healthy
2.4730,3.5425,4.4616,14.91,Degraded
1.2072,2.8366,2.7694,1.35,Healthy
1.0432,2.9807,3.0746,1.19,Healthy
0.8918,3.1837,3.7360,1.20,Healthy
1.0226,3.4845,3.2741,2.63,Healthy
1.0027,2.6618,3.3705,3.79,Healthy
1.1166,2.7078,2.9310,0.41,Healthy
0.9367,2.8276,2.4957,0.00,Healthy
0.7891,3.7106,2.8626,5.18,Healthy
2.2045,4.6116,5.7488,5.47,Degraded
0.9595,2.8664,3.2302,0.46,Healthy
2.5020,4.2549,6.5585,8.12,Degraded
1.0497,2.2894,2.8829,2.37,Healthy
0.8252,2.5520,3.4959,1.52,Healthy
1.6973,4.1092,5.9289,15.56,Degraded
0.9267,3.2778,3.1822,0.00,Healthy
4.7609,5.0000,12.3270,45.97,Danger
0.9957,3.2338,2.5972,2.64,Healthy
0.7000,3.1830,2.9422,1.65,Healthy
0.8945,3.2110,2.0000,1.77,Healthy
1.0841,3.6485,3.2418,1.28,Healthy
0.8767,3.0322,3.0729,1.31,Healthy
1.8933,4.1567,4.5065,8.50,Degraded
1.0980,2.6864,3.4012,2.80,Healthy
3.6356,7.6460,14.1631,30.16,Danger
2.6509,4.5293,7.8333,13.15,Degraded
0.8281,3.0892,2.5068,5.31,Healthy
0.7764,3.4466,2.2090,2.78,Healthy
0.8795,3.2302,2.7319,3.09,Healthy
1.3000,3.8271,5.4737,16.42,Degraded
1.0392,2.7873,3.8092,0.82,Healthy
1.1085,3.2149,3.0738,1.73,Healthy
4.5980,8.3216,11.7311,18.13,Danger
0.9178,2.9821,3.0578,5.54,Healthy
0.9032,3.0368,3.0036,1.43,Healthy
0.9788,2.4449,3.0000,1.58,Healthy
0.8643,3.1867,2.8894,2.77,Healthy
1.1173,2.8577,2.9854,2.66,Healthy
2.9578,3.8979,3.5000,19.51,Degraded
0.9648,2.9260,3.0209,0.80,Healthy
1.1078,2.6365,2.5138,0.00,Healthy
4.5906,7.1914,13.8130,31.23,Danger
2.1747,5.2543,5.7656,16.71,Degraded
2.9327,4.9187,6.6204,10.58,Degraded
0.8557,3.4250,2.4589,2.66,Healthy
3.1290,7.0461,16.6429,29.45,Danger
4.1812,8.2469,10.6402,21.32,Danger
0.9553,3.0217,2.8364,3.67,Healthy
0.9689,2.5943,2.0000,2.67,Healthy
2.5970,3.6549,4.2308,8.32,Degraded
1.1302,3.5240,3.0417,3.10,Healthy
5.5023,8.4547,10.6498,47.59,Danger
3.4213,9.7816,8.9259,15.49,Danger
2.4177,4.1087,6.8078,12.36,Degraded
0.8051,3.2341,3.1814,2.36,Healthy
0.9570,2.9184,3.4546,2.51,Healthy
0.7353,2.8097,2.2186,1.66,Healthy
1.3213,2.9606,3.3421,2.52,Healthy
5.3426,7.6208,13.4748,35.12,Danger
3.9961,7.7476,7.0000,28.71,Danger
2.7286,5.1318,4.4745,19.14,Degraded
2.5062,3.7624,6.6907,15.60,Degraded
0.9405,2.6981,2.5687,2.69,Healthy
1.0163,3.3753,3.1909,1.88,Healthy
6.5201,7.5256,12.8733,54.47,Danger
0.9254,3.2600,3.0124,0.00,Healthy
1.0656,3.3825,3.3139,2.17,Healthy
0.9954,3.0201,2.5947,0.08,Healthy
0.9484,3.3349,2.8766,3.17,Healthy
1.1365,2.9751,2.9630,2.90,Healthy
2.2613,3.9751,7.1692,10.19,Degraded
1.0657,2.2740,3.6286,1.81,Healthy
2.1929,3.1777,6.2871,14.48,Degraded
1.0104,2.9523,3.6179,0.41,Healthy
1.0074,2.6037,2.8298,3.20,Healthy
0.9997,2.8576,2.8196,1.87,Healthy
1.0190,3.2492,2.0543,0.68,Healthy
1.1052,3.0753,3.0069,5.51,Healthy
0.9970,3.3011,3.5659,0.00,Healthy
1.4008,2.7644,3.4396,1.56,Healthy
1.0707,3.3062,3.1954,0.48,Healthy
1.3000,6.6790,5.4970,16.73,Degraded
0.9762,2.4658,2.6972,0.77,Healthy
0.8753,3.3750,3.4982,1.42,Healthy
1.0366,2.9587,2.8962,1.38,Healthy
2.5831,5.7636,3.6439,12.54,Degraded
2.1565,4.4020,6.9510,11.89,Degraded
0.9788,2.8291,2.0000,7.25,Healthy
2.3047,5.8864,4.4022,20.98,Degraded
2.0065,4.5755,4.1844,12.12,Degraded
1.1474,3.3126,2.5948,3.26,Healthy
1.2183,3.0721,3.1370,0.00,Healthy
0.9623,2.6878,3.2158,0.00,Healthy
1.1344,2.8275,3.7581,2.90,Healthy
4.0553,7.3743,7.0000,33.33,Danger
1.7836,3.9435,4.2587,12.27,Degraded
1.1998,2.6736,2.7300,3.53,Healthy
0.7831,2.7981,3.6139,3.03,Healthy
5.4777,6.2480,11.2494,31.85,Danger
2.6184,4.7184,6.1019,12.57,Degraded
1.4404,3.3718,7.1476,11.83,Degraded
1.9638,4.4504,5.6839,9.82,Degraded
0.9675,2.9918,3.3563,1.55,Healthy
2.5654,4.1656,6.3732,17.00,Degraded
1.0546,2.6268,3.1070,3.20,Healthy
1.0143,2.8318,3.5670,1.34,Healthy
5.5864,6.3518,7.0000,47.88,Danger
1.0240,2.8825,2.9285,2.13,Healthy
1.0859,2.8556,3.1253,3.40,Healthy
1.3348,3.1300,2.5273,3.13,Healthy
1.3951,5.6581,4.5811,12.34,Degraded
2.9914,4.3348,4.4143,4.93,Degraded
1.1110,2.9840,2.5810,3.69,Healthy
1.0848,3.3584,3.2248,3.40,Healthy
0.9882,2.4692,3.8909,4.42,Healthy
1.0827,3.5277,2.2126,3.20,Healthy
1.0891,3.0935,2.3180,4.65,Healthy
1.1139,2.9894,3.2924,3.03,Healthy
0.7784,2.9513,3.1380,1.75,Healthy
0.8789,2.9244,2.3845,0.00,Healthy
0.9777,2.8836,3.2054,2.70,Healthy
2.0213,4.8577,6.0180,10.89,Degraded
1.1349,2.8040,3.5602,2.65,Healthy
5.4395,8.2485,16.6604,33.86,Danger
1.1357,3.0526,2.2245,4.60,Healthy
1.0826,2.8914,3.3122,3.07,Healthy
1.1168,3.0475,2.9275,2.01,Healthy
0.8385,3.1715,3.4462,0.44,Healthy
0.9686,2.8706,2.6773,2.27,Healthy
4.8009,9.7332,15.5823,33.30,Danger
0.9282,3.2242,2.5716,2.48,Healthy
0.9159,3.0499,2.7534,4.57,Healthy
2.3463,4.1549,6.5693,19.63,Degraded
0.8471,2.7870,3.1206,0.35,Healthy
1.1286,2.2595,3.1639,1.87,Healthy
1.9663,4.6535,6.0437,4.00,Degraded
5.7693,8.9360,12.6630,36.11,Danger
1.0344,2.9026,3.0959,1.52,Healthy
1.0309,2.8195,3.1815,3.31,Healthy
3.7183,7.3005,11.0217,23.98,Danger
1.0581,2.9980,3.3887,1.97,Healthy
3.0000,6.2099,17.9029,33.12,Danger
2.4854,4.2789,5.9799,11.69,Degraded
1.3000,5.2794,6.3670,16.36,Degraded
2.2652,4.8806,5.6324,10.45,Degraded
4.6032,5.5638,13.1414,24.93,Danger
1.1356,2.6726,2.9889,1.60,Healthy
3.0000,6.3256,15.9100,29.14,Danger
0.8280,2.4796,3.0331,3.59,Healthy
2.5185,3.9889,4.5588,7.86,Degraded
4.9164,9.7812,12.8323,25.55,Danger
1.1072,2.8438,3.0190,3.36,Healthy
0.9684,3.4987,2.8110,2.05,Healthy
2.2253,4.6700,8.7321,7.57,Degraded
1.6975,3.8272,4.7230,15.81,Degraded
1.9854,3.5583,5.8712,6.77,Degraded
0.8347,2.9515,2.9173,1.31,Healthy
0.9161,3.0763,2.8578,0.00,Healthy
1.9327,3.9371,4.0904,18.13,Degraded
1.2301,3.4937,3.4951,3.78,Healthy
0.9384,3.0081,2.9396,0.35,Healthy
5.6724,8.1975,14.3334,30.11,Danger
1.1066,3.0079,3.1858,1.52,Healthy
2.2148,4.6528,6.0036,9.36,Degraded
0.8374,3.2060,3.0712,3.18,Healthy
4.5306,7.8732,7.0000,28.46,Danger
1.1854,3.1626,2.9372,2.26,Healthy
4.2269,9.3083,17.9147,18.92,Danger
3.7806,7.0477,11.9453,35.69,Danger
0.9249,2.7117,3.4385,2.37,Healthy
1.2505,3.4231,2.9077,3.21,Healthy
1.0470,2.7347,2.4974,3.63,Healthy
1.8880,4.5141,3.5000,9.43,Degraded
0.8697,2.9754,2.0950,2.12,Healthy
0.9895,3.2845,3.3211,0.85,Healthy
4.2407,6.9244,14.1717,20.63,Danger
1.0827,2.8099,2.8986,1.33,Healthy
4.3068,7.5852,10.1460,39.00,Danger
2.1628,5.7719,5.4045,23.17,Degraded
4.9061,8.9292,13.4762,31.66,Danger
0.8769,2.2047,3.3146,1.85,Healthy
5.7191,6.8241,11.1516,27.50,Danger
4.0747,7.0165,19.3479,21.57,Danger
4.2765,6.4125,9.9451,44.15,Danger
0.9045,2.9573,2.8739,2.14,Healthy
1.6293,4.2004,5.2239,18.23,Degraded
5.8978,6.6727,10.2769,33.98,Danger
4.7439,9.2243,9.4299,21.61,Danger
1.0526,3.5617,2.7567,0.07,Healthy
1.2235,2.7299,3.0519,0.36,Healthy
2.8338,4.8797,6.7325,4.00,Degraded
1.0133,3.0956,2.9793,0.87,Healthy
0.9645,2.6496,3.3189,2.49,Healthy
2.0486,3.9655,5.5457,25.00,Degraded
0.9843,3.0203,3.3617,0.75,Healthy
3.4630,7.0640,15.2323,33.62,Danger
0.9353,2.8688,3.0673,1.98,Healthy
1.6812,3.9098,4.2066,15.04,Degraded
1.0748,3.1723,3.0329,0.73,Healthy
1.0111,3.4255,3.5192,3.10,Healthy
2.2238,3.3180,7.2195,4.00,Degraded
2.3188,5.0422,5.5961,10.41,Degraded
0.9885,3.2426,3.4642,1.55,Healthy
1.0732,2.4916,2.7248,1.50,Healthy
1.0381,3.0879,2.8392,2.90,Healthy
0.7681,3.3306,2.6544,0.41,Healthy
1.2079,3.5039,3.1360,3.12,Healthy
1.2381,2.7009,3.3093,0.00,Healthy
1.2265,2.8608,3.1024,3.31,Healthy
1.1048,3.3633,2.0986,4.15,Healthy
1.7449,4.2725,3.5000,11.52,Degraded
1.9250,4.3514,5.7825,12.18,Degraded
1.1365,2.5877,2.6907,2.12,Healthy
2.5840,4.3521,6.3337,7.91,Degraded
0.9004,2.7621,2.3819,2.98,Healthy
3.0608,5.9776,12.0677,15.00,Danger
4.4033,7.5452,12.7335,17.68,Danger
4.5059,7.7489,13.0560,25.22,Danger
1.3432,3.3200,3.0700,3.79,Healthy
1.8794,4.5072,5.2951,13.25,Degraded
1.9458,4.4760,3.6026,15.51,Degraded
1.0716,3.0560,3.5342,2.62,Healthy
0.9948,2.6641,2.8121,1.51,Healthy
1.8011,4.0440,4.8633,13.56,Degraded
0.8727,3.1229,2.7078,0.00,Healthy
1.0224,2.9242,3.7335,0.62,Healthy
1.0310,3.1834,2.3832,0.00,Healthy
1.0352,2.8147,2.8968,3.21,Healthy
1.0932,2.8335,2.7940,1.01,Healthy
1.0656,2.8787,3.0371,1.61,Healthy
1.7849,4.4338,3.8732,13.48,Degraded
2.2329,4.6124,5.0287,17.44,Degraded
1.1098,2.9696,3.4134,6.61,Healthy
1.4689,4.5925,4.8553,11.18,Degraded
4.3109,6.8952,13.7604,26.03,Danger
0.9163,2.5042,2.3520,3.19,Healthy
1.7247,5.2288,5.2811,6.92,Degraded
0.9447,3.0481,2.9043,0.37,Healthy
4.8751,5.5204,14.2238,31.54,Danger
1.0629,2.9612,2.6985,2.33,Healthy
1.0120,2.4586,3.0873,0.80,Healthy
3.1698,4.7073,6.0110,13.29,Degraded
2.2595,6.3406,6.4137,15.71,Degraded
1.9136,3.5559,7.3225,4.00,Degraded
0.8637,3.1997,2.5060,0.00,Healthy
5.5055,6.5306,7.3033,38.53,Danger
0.8297,2.8467,2.9329,4.32,Healthy
1.9975,5.3461,5.0407,17.23,Degraded
1.1786,3.0645,3.3150,0.55,Healthy
3.5578,7.5140,13.1886,32.22,Danger
0.8719,3.2174,3.3527,2.03,Healthy
0.9336,2.9959,2.9988,2.87,Healthy
1.0483,3.5758,3.0988,2.97,Healthy
0.8912,2.7577,3.5238,1.87,Healthy
3.7658,7.3508,13.9776,15.04,Danger
4.2771,7.7815,15.5002,28.17,Danger
2.5679,5.0762,5.9628,16.89,Degraded
1.0539,2.9909,3.7628,1.03,Healthy
1.0346,3.0329,3.8819,2.78,Healthy
1.1587,2.6768,2.9491,0.52,Healthy
1.1472,2.6884,2.7983,3.10,Healthy
0.9680,2.9069,3.2933,2.09,Healthy
3.9541,6.9186,7.0000,35.66,Danger
1.1897,2.6081,2.9968,2.19,Healthy
0.8187,3.2058,3.4104,1.74,Healthy
3.0077,4.2501,6.2779,16.44,Degraded
0.8803,2.9750,3.0664,5.18,Healthy
5.8322,6.7859,15.0393,30.69,Danger
1.0515,3.4229,3.0460,4.11,Healthy
1.0604,3.0313,3.7114,4.82,Healthy
6.1002,9.8836,13.9006,50.35,Danger
0.9970,2.5686,2.8565,0.86,Healthy
1.2254,3.0139,3.4748,1.99,Healthy
2.2787,3.8697,4.2796,15.74,Degraded
0.9598,2.7366,3.1839,0.00,Healthy
0.9735,2.4688,3.3107,3.65,Healthy
0.7833,3.1135,3.6220,3.41,Healthy
1.1265,3.1033,2.7346,1.29,Healthy
1.2120,2.6776,3.2908,3.97,Healthy
0.7738,3.1735,3.2304,1.56,Healthy
1.1114,3.3352,3.2222,4.03,Healthy
0.7829,3.1648,2.8540,1.24,Healthy
1.0955,2.5325,2.8201,3.01,Healthy
1.3230,4.3738,6.6901,6.51,Degraded
2.2074,4.3833,6.4448,15.42,Degraded
1.0367,2.8690,2.5306,1.84,Healthy
0.8573,2.3686,2.9833,3.62,Healthy
0.9609,2.8516,2.8712,2.84,Healthy
0.9496,2.7208,3.1473,3.99,Healthy
4.5594,5.0000,9.8696,25.96,Danger
0.9851,3.1750,2.7512,1.50,Healthy
2.5906,4.5542,3.5000,12.43,Degraded
1.7126,3.4682,4.8867,14.53,Degraded
2.3507,4.2411,5.8093,13.19,Degraded
0.8210,3.1454,3.4073,1.57,Healthy
2.7366,3.7714,5.5499,18.51,Degraded
3.0000,6.6905,11.9650,32.27,Danger
